price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
38995,merc, V Class,2019,Semi-Auto,13347,Diesel,145,45.6,2.2
13498,toyota, Verso,2017,Semi-Auto,20450,Petrol,205,42.8,1.8
42849,merc, CLS Class,2019,Semi-Auto,15674,Diesel,145,47.9,2.9
10450,bmw, Z4,2011,Manual,64250,Petrol,305,33.2,2.5
19998,vw, Shuttle,2018,Manual,15694,Diesel,150,47.1,2
10191,toyota, Avensis,2016,Manual,31912,Diesel,20,67.3,1.6
19429,hyundi, Santa Fe,2017,Semi-Auto,38452,Diesel,150,42.8,2.2
15995,vw, Caddy,2017,Automatic,25797,Diesel,145,55.4,2
14634,vauxhall, Combo Life,2019,Manual,1,Diesel,145,53.3,1.5
8470,hyundi, IX20,2016,Manual,21941,Petrol,125,50.4,1.4
22999,vw, Shuttle,2018,Manual,35193,Diesel,145,47.1,2
27000,vw, Tiguan Allspace,2018,Manual,6000,Diesel,145,49.6,2
8495,toyota, Avensis,2015,Manual,51500,Diesel,30,61.4,2
47950,merc, V Class,2019,Automatic,2550,Diesel,145,36.7,2
8461,toyota, Verso,2015,Manual,73305,Diesel,30,62.8,1.6
10995,merc, SLK,2011,Automatic,40000,Petrol,200,43.5,1.8
33791,hyundi, Santa Fe,2019,Semi-Auto,5117,Diesel,145,39.2,2.2
30950,audi, A7,2019,Semi-Auto,5724,Diesel,145,48.7,2
15990,hyundi, Santa Fe,2015,Manual,21998,Diesel,200,46.3,2.2
12999,vw, Scirocco,2016,Manual,15477,Diesel,145,47.1,2
19300,audi, S3,2016,Semi-Auto,34500,Petrol,200,40.9,2
28990,merc, X-CLASS,2018,Automatic,14000,Diesel,240,35.8,2.3
17298,ford, Galaxy,2017,Manual,42580,Diesel,150,56.5,2
10950,merc, SLK,2014,Automatic,55404,Diesel,145,56.5,2
33980,bmw, 6 Series,2019,Semi-Auto,10813,Diesel,145,53.3,3
31750,merc, GL Class,2016,Automatic,42000,Diesel,260,42.8,3
8498,hyundi, IX35,2015,Manual,49291,Diesel,150,53.3,1.7
14940,bmw, i3,2015,Automatic,59000,Other,0,470.8,0.6
6999,hyundi, IX35,2013,Manual,55472,Diesel,145,53.3,1.7
44990,bmw, M2,2019,Semi-Auto,4358,Petrol,145,29.1,3
8995,hyundi, IX20,2016,Manual,9442,Petrol,125,50.4,1.4
26998,bmw, 7 Series,2017,Semi-Auto,34017,Diesel,125,57.6,3
17791,bmw, 6 Series,2014,Semi-Auto,45012,Diesel,165,49.6,3
38459,merc, GLS Class,2017,Automatic,25237,Diesel,305,37.2,3
19800,audi, A7,2014,Semi-Auto,29319,Diesel,145,54.3,3
23995,audi, A8,2016,Semi-Auto,39000,Diesel,300,38.7,4.2
67990,bmw, X6,2020,Semi-Auto,5656,Diesel,150,33.2,3
34129,merc, GL Class,2015,Automatic,13581,Diesel,330,36.2,3
5497,ford, KA,2016,Manual,16690,Petrol,30,57.7,1.2
20991,ford, Puma,2020,Manual,1381,Petrol,145,50.4,1
20995,ford, Tourneo Custom,2018,Manual,8095,Diesel,145,44.8,2
10190,ford, Grand C-MAX,2017,Manual,36333,Diesel,145,64.2,1.5
6998,ford, Grand C-MAX,2014,Manual,45460,Diesel,125,60.1,1.6
23999,vw, Shuttle,2019,Semi-Auto,21399,Diesel,145,32.8,2
39900,merc, V Class,2018,Semi-Auto,5988,Diesel,145,44.8,2.2
34147,bmw, M6,2015,Semi-Auto,34017,Petrol,555,28.5,4.4
25995,ford, Tourneo Custom,2019,Manual,9897,Diesel,145,30.1,2
13000,skoda, Yeti,2017,Semi-Auto,22848,Petrol,145,51.4,1.2
23750,merc, M Class,2015,Automatic,21000,Diesel,305,39.2,3
10982,toyota, Verso,2016,Manual,30000,Petrol,200,41.5,1.6
65000,bmw, 8 Series,2019,Automatic,11111,Petrol,150,26.9,4.4
12500,bmw, 7 Series,2012,Automatic,66294,Diesel,160,50.4,3
18990,hyundi, I800,2019,Manual,15492,Diesel,145,31.7,2.5
28990,vw, Arteon,2019,Automatic,11,Petrol,145,38.7,2
9690,ford, Grand C-MAX,2017,Manual,40911,Diesel,150,64.2,1.5
26976,bmw, 6 Series,2016,Automatic,17264,Petrol,325,32.1,4.4
12795,merc, CLA Class,2014,Manual,82580,Diesel,30,64.2,1.8
56950,bmw, 8 Series,2019,Semi-Auto,9731,Diesel,145,39.8,3
14000,hyundi, I800,2017,Automatic,23870,Diesel,325,33.6,2.5
17481,merc, M Class,2013,Semi-Auto,58457,Diesel,200,44.8,2.1
22500,bmw, 6 Series,2016,Semi-Auto,39950,Diesel,205,49.6,3
8471,hyundi, IX35,2013,Automatic,49180,Diesel,305,39.2,2
32500,vw, Shuttle,2019,Semi-Auto,11514,Diesel,145,32.8,2
10250,hyundi, IX20,2018,Manual,4909,Petrol,150,50.4,1.4
49995,bmw, M4,2019,Semi-Auto,1501,Petrol,145,34,3
18980,vw, Arteon,2017,Semi-Auto,33915,Petrol,145,47.1,2
39881,audi, A8,2018,Semi-Auto,6173,Diesel,145,40.4,3
19998,merc, V Class,2018,Manual,11726,Diesel,145,46.3,2.1
33990,bmw, 7 Series,2017,Semi-Auto,28998,Petrol,300,35.3,4.4
3995,toyota, Prius,2008,Automatic,133107,Hybrid,10,65.7,1.5
5890,skoda, Rapid,2014,Manual,29000,Diesel,30,64.2,1.6
18495,toyota, Hilux,2020,Manual,50,Diesel,260,2.8,2.4
7498,toyota, Avensis,2013,Manual,57480,Diesel,30,62.8,2
17994,vauxhall, Combo Life,2019,Manual,4912,Diesel,145,53.3,1.5
8752,skoda, Rapid,2017,Manual,15261,Petrol,145,62.8,1
10490,skoda, Yeti,2016,Manual,52325,Petrol,125,51.4,1.2
19990,skoda, Kamiq,2019,Automatic,2356,Petrol,145,44.1,1.5
5200,merc, SLK,2005,Automatic,63000,Petrol,325,32.1,1.8
10798,ford, Grand C-MAX,2017,Manual,19318,Diesel,30,64.2,1.5
46995,bmw, M6,2018,Semi-Auto,8207,Petrol,145,28.5,4.4
14400,vw, Scirocco,2017,Manual,45245,Diesel,20,67.3,2
14255,vw, Scirocco,2015,Automatic,36213,Diesel,125,53.3,2
29995,bmw, X6,2016,Automatic,43600,Diesel,200,44.8,3
20600,ford, Galaxy,2017,Semi-Auto,26088,Diesel,145,52.3,2
39500,audi, A7,2018,Automatic,4000,Diesel,145,38.2,3
7500,hyundi, IX35,2013,Manual,73593,Diesel,145,53.3,1.7
18500,ford, Grand Tourneo Connect,2019,Manual,390,Diesel,145,61.4,1.5
9590,toyota, Avensis,2016,Manual,47996,Diesel,20,67.3,1.6
18999,bmw, 6 Series,2014,Automatic,27782,Diesel,160,50.4,3
26000,toyota, Prius,2020,Automatic,2250,Hybrid,135,64.2,1.8
30491,hyundi, Santa Fe,2019,Semi-Auto,6402,Diesel,145,42.8,2.2
10499,merc, SLK,2012,Automatic,47800,Diesel,145,56.5,2.1
34990,bmw, M4,2018,Automatic,9210,Petrol,145,34,3
27490,vw, Arteon,2019,Automatic,8401,Diesel,145,60.1,2
93950,audi, R8,2018,Semi-Auto,3800,Petrol,145,23,5.2
17495,skoda, Kamiq,2020,Manual,1000,Petrol,145,47.9,1
7991,vw, CC,2014,Manual,81267,Diesel,30,60.1,2
34000,merc, V Class,2018,Automatic,13000,Diesel,145,45.6,2.1
54990,merc, GLS Class,2019,Semi-Auto,18717,Diesel,145,34,3
7795,hyundi, IX20,2016,Manual,55979,Petrol,125,50.4,1.4
9495,ford, Grand C-MAX,2016,Manual,47387,Diesel,30,64.2,1.5
45950,toyota, Land Cruiser,2020,Automatic,27,Diesel,145,30.1,2.8
13998,hyundi, Santa Fe,2015,Manual,54963,Diesel,200,46.3,2.2
15850,skoda, Scala,2019,Semi-Auto,3527,Petrol,150,47.1,1
4738,skoda, Roomster,2015,Manual,80059,Petrol,145,49.6,1.2
8199,hyundi, IX20,2017,Manual,8564,Diesel,145,64.2,1.6
10999,hyundi, IX20,2017,Automatic,10843,Petrol,150,43.5,1.6
39999,bmw, 6 Series,2019,Semi-Auto,1125,Petrol,145,34.5,3
17000,skoda, Scala,2020,Manual,1050,Petrol,145,49.6,1
40980,bmw, M4,2019,Semi-Auto,4786,Petrol,145,34,3
27999,vw, Tiguan Allspace,2018,Semi-Auto,12971,Petrol,145,43.5,1.4
19995,merc, CLS Class,2015,Automatic,48126,Diesel,160,49.6,3
10043,vauxhall, Zafira Tourer,2016,Manual,20770,Petrol,200,43,1.4
23888,audi, RS4,2013,Automatic,68000,Petrol,555,26.4,4.2
17000,hyundi, Santa Fe,2015,Semi-Auto,34203,Diesel,260,42.2,2.2
45990,merc, S Class,2019,Semi-Auto,14259,Diesel,145,52.3,3
46995,merc, CLS Class,2019,Semi-Auto,2619,Petrol,145,31.4,2
13750,vw, Amarok,2014,Manual,77282,Diesel,260,35.3,2
14966,vw, Scirocco,2016,Manual,25624,Diesel,20,55.4,2
29994,vw, Caravelle,2016,Manual,30414,Diesel,235,42.8,2
8298,hyundi, IX20,2016,Manual,16407,Petrol,125,50.4,1.4
11991,hyundi, Santa Fe,2014,Semi-Auto,69059,Diesel,260,41.5,2.2
5595,skoda, Rapid,2014,Manual,69000,Petrol,125,52.3,1.2
23500,ford, Puma,2019,Manual,1500,Petrol,145,50.4,1
16995,toyota, Prius,2016,Automatic,31432,Hybrid,0,94.1,1.8
10130,vw, Scirocco,2014,Manual,46772,Diesel,20,55.4,2
54991,bmw, 8 Series,2019,Semi-Auto,8966,Petrol,145,33.6,3
17315,ford, Galaxy,2016,Manual,21013,Petrol,160,43.5,1.5
15490,toyota, Verso,2017,Semi-Auto,15062,Petrol,200,42.8,1.8
34948,merc, S Class,2017,Automatic,27000,Hybrid,20,61.4,2.1
21995,bmw, X4,2016,Automatic,38900,Diesel,145,54.3,2
20891,vw, Scirocco,2017,Semi-Auto,9268,Petrol,150,34.9,2
41495,vw, Caravelle,2019,Semi-Auto,6924,Diesel,145,33.6,2
14499,vauxhall, Vivaro,2015,Manual,64000,Diesel,235,42.8,1.6
18450,merc, V Class,2018,Manual,23075,Diesel,145,46.3,2.1
14495,vauxhall, Combo Life,2018,Manual,6000,Diesel,145,53.3,1.5
44995,merc, V Class,2019,Semi-Auto,200,Diesel,145,36.7,2
21700,ford, Puma,2019,Manual,127,Petrol,145,50.4,1
62980,bmw, M5,2019,Semi-Auto,3256,Petrol,145,26.9,4.4
8927,vauxhall, GTC,2015,Manual,29188,Petrol,160,47.1,1.4
35650,audi, A7,2019,Semi-Auto,7799,Diesel,145,38.2,3
9820,ford, Grand C-MAX,2016,Manual,36489,Diesel,30,64.2,1.5
55995,bmw, X6,2020,Semi-Auto,3291,Diesel,145,33.2,3
7660,vauxhall, GTC,2015,Manual,32795,Petrol,160,47.1,1.4
9350,vauxhall, Zafira Tourer,2016,Manual,43320,Petrol,200,42.2,1.4
38250,merc, GLS Class,2017,Automatic,7208,Diesel,305,37.2,3
20495,ford, Edge,2017,Manual,19175,Diesel,150,48.7,2
28995,vw, Amarok,2019,Automatic,10,Diesel,260,28.3,3
26500,vw, Caravelle,2015,Manual,35977,Diesel,200,45.6,2
14457,vauxhall, Combo Life,2019,Manual,1686,Petrol,145,42.2,1.2
11995,vw, Beetle,2017,Manual,27321,Petrol,145,53.3,1.2
22975,ford, Puma,2020,Manual,3000,Petrol,145,50.4,1
14491,vw, Beetle,2017,Semi-Auto,9984,Petrol,150,55.4,1.2
22421,merc, CLS Class,2016,Automatic,26236,Diesel,165,51.4,3
7820,vw, CC,2013,Manual,62541,Diesel,30,60.1,2
6995,hyundi, IX20,2011,Automatic,38000,Petrol,200,43.6,1.6
6490,hyundi, I40,2014,Manual,59200,Diesel,30,65.7,1.7
12500,toyota, Verso,2017,Manual,27518,Diesel,30,62.8,1.6
9692,toyota, Avensis,2017,Manual,59097,Diesel,20,67.3,1.6
18795,toyota, Prius,2015,Automatic,48911,Hybrid,0,68.9,1.8
11998,ford, Grand C-MAX,2018,Manual,36244,Petrol,145,54.3,1
9995,hyundi, IX35,2015,Manual,47456,Diesel,160,51.4,2
32983,bmw, M4,2016,Automatic,33113,Petrol,300,34,3
7240,toyota, Land Cruiser,2006,Automatic,113000,Diesel,555,31.4,3
10999,toyota, Verso,2015,Manual,17684,Diesel,30,62.8,1.6
21990,skoda, Kamiq,2019,Manual,4069,Petrol,150,47.1,1
19000,merc, V Class,2018,Manual,39292,Diesel,145,46.3,2.1
20998,hyundi, I800,2019,Manual,2573,Diesel,145,31.7,2.5
25243,bmw, 6 Series,2016,Semi-Auto,21050,Diesel,160,51.4,3
35400,merc, GLB Class,2020,Semi-Auto,2000,Diesel,145,46.3,2
30999,vw, Amarok,2019,Automatic,9895,Diesel,260,36.2,3
19360,hyundi, Santa Fe,2016,Manual,25976,Diesel,200,47.1,2.2
12490,vw, Scirocco,2016,Semi-Auto,69018,Diesel,125,53.3,2
36990,vw, Amarok,2019,Automatic,200,Diesel,260,28.3,3
11899,ford, Grand C-MAX,2017,Manual,47178,Diesel,30,64.2,1.5
15970,ford, Grand C-MAX,2018,Semi-Auto,1587,Diesel,150,51.4,1.5
5000,ford, KA,2016,Manual,55000,Petrol,30,57.7,1.2
33495,vw, Amarok,2020,Automatic,3602,Diesel,260,33.6,3
9999,vauxhall, Zafira Tourer,2017,Manual,32447,Petrol,205,41.5,1.4
19250,skoda, Kamiq,2019,Semi-Auto,2197,Petrol,145,44.1,1.5
24060,toyota, Prius,2019,Automatic,7677,Hybrid,135,62.8,1.8
3699,vauxhall, Agila,2011,Manual,28299,Petrol,30,55.4,1.2
23490,bmw, M5,2014,Automatic,55241,Petrol,555,28.5,4.4
41990,merc, GLS Class,2017,Semi-Auto,32875,Diesel,305,37.2,3
20630,toyota, Hilux,2017,Automatic,8793,Diesel,260,36.2,2.4
23495,bmw, M2,2018,Automatic,17000,Petrol,145,39.8,3
7996,hyundi, IX35,2013,Manual,51400,Diesel,145,53.3,1.7
15990,ford, Grand Tourneo Connect,2018,Automatic,9486,Diesel,145,56.6,1.5
15995,skoda, Scala,2019,Manual,10161,Petrol,145,49.6,1
22950,skoda, Kamiq,2019,Semi-Auto,1001,Petrol,145,43.5,1.5
11699,ford, Grand C-MAX,2016,Automatic,24904,Diesel,125,56.5,2
22998,merc, CLS Class,2016,Semi-Auto,13720,Diesel,165,51.4,3
21295,vauxhall, Combo Life,2020,Manual,10,Diesel,145,50.4,1.5
39897,merc, V Class,2019,Semi-Auto,5927,Diesel,145,44.8,2.2
22999,ford, Puma,2019,Manual,883,Petrol,145,51.4,1
14995,skoda, Scala,2019,Manual,6500,Petrol,145,49.6,1
9795,ford, Grand C-MAX,2015,Semi-Auto,51250,Diesel,160,48.7,2
18295,hyundi, Santa Fe,2017,Manual,22531,Diesel,200,47.1,2.2
9000,hyundi, IX35,2015,Manual,41309,Diesel,150,53.3,1.7
17495,skoda, Kamiq,2020,Manual,1000,Petrol,145,49.6,1
7980,vauxhall, GTC,2015,Manual,55891,Diesel,125,60.1,2
51990,audi, A7,2019,Automatic,11500,Diesel,145,38.2,3
35989,ford, Mustang,2019,Automatic,12,Petrol,145,30.7,2.3
37995,hyundi, Santa Fe,2020,Semi-Auto,9,Diesel,145,39.2,2.2
22995,merc, X-CLASS,2019,Automatic,10996,Diesel,260,35.8,2.3
17498,toyota, GT86,2017,Manual,36284,Petrol,145,36.2,2
46999,bmw, 7 Series,2019,Semi-Auto,10504,Petrol,145,34.5,3
58099,merc, S Class,2018,Semi-Auto,2984,Diesel,145,48.7,3
7695,vw, Beetle,2014,Manual,31872,Diesel,30,65.7,1.6
18999,skoda, Kamiq,2019,Manual,1236,Petrol,145,47.9,1
17999,ford, Galaxy,2017,Manual,34036,Diesel,125,56.5,2
17500,ford, Galaxy,2016,Automatic,23647,Diesel,145,52.3,2
56990,audi, RS6,2017,Semi-Auto,20814,Petrol,325,29.4,4
48800,audi, SQ5,2019,Automatic,1500,Diesel,145,34.5,0
20645,ford, Edge,2016,Automatic,23743,Diesel,200,47.9,2
14000,hyundi, I800,2017,Manual,34492,Diesel,145,37.7,2.5
33000,toyota, Land Cruiser,2016,Semi-Auto,22583,Diesel,300,38.2,2.8
30990,bmw, Z4,2020,Semi-Auto,101,Petrol,145,38.7,2
15499,hyundi, I800,2018,Manual,33173,Diesel,145,37.7,2.5
15995,toyota, Prius,2015,Automatic,51896,Hybrid,0,134.5,1.8
9999,ford, KA,2019,Manual,10000,Petrol,145,47.9,0
19498,vw, Arteon,2018,Semi-Auto,30823,Petrol,145,47.1,2
22910,bmw, 6 Series,2016,Semi-Auto,25596,Diesel,200,49.6,3
41994,merc, GLS Class,2018,Automatic,7256,Diesel,145,37.2,3
23990,vw, Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,145,46.3,2
12816,vauxhall, Combo Life,2018,Manual,34138,Diesel,145,53.3,1.5
33995,bmw, X4,2019,Semi-Auto,7141,Diesel,145,42.8,2
15800,bmw, X6,2013,Automatic,77014,Diesel,300,38.2,3
26000,vw, Arteon,2019,Manual,3994,Diesel,145,52.3,2
2395,vw, Beetle,2007,Manual,103500,Petrol,260,36.7,1.6
14799,bmw, Z4,2016,Manual,20266,Petrol,200,41.5,2
26400,bmw, X4,2017,Automatic,13200,Diesel,145,47.9,3
38250,merc, GLS Class,2017,Automatic,7201,Diesel,150,37.2,3
7991,hyundi, IX35,2014,Manual,61243,Diesel,145,53.3,1.7
20499,merc, CLS Class,2016,Semi-Auto,22525,Diesel,125,57.7,2.1
7485,hyundi, IX35,2015,Manual,85614,Diesel,150,54.3,1.7
9200,ford, Grand C-MAX,2016,Manual,50592,Diesel,30,64.2,1.5
19383,merc, CLS Class,2016,Automatic,42651,Diesel,145,56.5,2.1
29371,vw, Arteon,2019,Semi-Auto,5800,Diesel,150,50.4,2
3695,ford, KA,2009,Manual,24000,Petrol,30,55.4,1.2
41495,audi, A7,2019,Automatic,6112,Diesel,145,38.7,3
19900,ford, Edge,2016,Automatic,22188,Diesel,200,47.9,2
8990,hyundi, IX20,2016,Automatic,39016,Petrol,160,43.5,1.6
59950,bmw, i8,2017,Automatic,9992,Hybrid,135,134.5,1.5
17199,bmw, 6 Series,2012,Automatic,27352,Diesel,160,51.4,3
64995,bmw, X7,2020,Semi-Auto,1501,Diesel,145,33.6,3
10207,vauxhall, Vivaro,2015,Manual,72717,Diesel,160,49.6,1.6
8950,skoda, Rapid,2018,Manual,17200,Petrol,145,62.8,1
19998,merc, CLS Class,2016,Semi-Auto,28925,Diesel,125,57.7,2.1
32250,merc, M Class,2015,Semi-Auto,43910,Petrol,570,23.9,5.5
3490,merc, SLK,2004,Automatic,118400,Petrol,325,30.7,2
57991,vw, California,2019,Automatic,7259,Diesel,260,33.2,2
36990,audi, RS3,2017,Semi-Auto,17889,Petrol,145,34,2.5
15495,skoda, Scala,2019,Manual,5027,Petrol,145,49.6,1
15995,vw, Scirocco,2017,Manual,26628,Diesel,145,53.3,2
27000,vw, Tiguan Allspace,2019,Automatic,12425,Diesel,145,39.2,2
20950,merc, V Class,2019,Automatic,20500,Diesel,145,48.7,2.1
26991,vw, Amarok,2019,Automatic,21746,Diesel,265,33.6,3
16499,merc, GL Class,2016,Automatic,13144,Diesel,125,55.4,2.1
34000,hyundi, Santa Fe,2019,Automatic,1578,Diesel,145,39.2,2.2
14950,bmw, M3,2004,Automatic,55000,Petrol,315,23.3,3.2
42489,merc, GLS Class,2017,Automatic,21200,Diesel,145,37.2,3
13795,merc, CLA Class,2015,Automatic,90740,Diesel,20,67.3,2.1
14298,merc, SLK,2015,Semi-Auto,21624,Diesel,145,56.5,2
10799,ford, Grand C-MAX,2016,Manual,18887,Petrol,30,54.3,1
56995,vw, California,2019,Semi-Auto,8991,Diesel,260,33.2,2
14750,skoda, Scala,2019,Manual,637,Petrol,145,49.6,1
5000,ford, KA,2014,Manual,22888,Petrol,30,57.7,1.2
29990,toyota, Hilux,2016,Manual,52689,Diesel,260,38.7,2.5
71991,merc, GLS Class,2020,Semi-Auto,452,Diesel,145,30.4,3
9399,hyundi, IX20,2017,Automatic,7809,Petrol,160,43.5,1.6
16995,vw, Scirocco,2017,Manual,16452,Diesel,20,55.4,2
52995,merc, G Class,2015,Semi-Auto,34400,Diesel,570,25.2,3
31488,bmw, Z4,2019,Automatic,3644,Petrol,145,38.7,2
16000,merc, CLA Class,2017,Automatic,57763,Diesel,20,67.3,2.1
12690,toyota, Verso,2017,Semi-Auto,24389,Petrol,200,42.8,1.8
20292,skoda, Kamiq,2019,Semi-Auto,1248,Petrol,145,44.1,1.5
13990,toyota, Verso,2016,Semi-Auto,12068,Petrol,160,43.5,1.8
46950,audi, SQ7,2017,Automatic,28000,Diesel,145,39.2,4
25240,vw, Tiguan Allspace,2019,Semi-Auto,8001,Diesel,145,38.7,2
15895,skoda, Scala,2020,Semi-Auto,3263,Petrol,145,47.1,1
45394,merc, V Class,2019,Automatic,2020,Diesel,145,36.2,2
25750,vw, Arteon,2019,Semi-Auto,7885,Diesel,145,50.4,2
27060,toyota, GT86,2019,Automatic,3348,Petrol,145,32.8,2
9495,skoda, Rapid,2017,Manual,40123,Diesel,145,74.3,1.6
11498,toyota, Verso,2017,Manual,33890,Diesel,30,62.8,1.6
11498,ford, Grand C-MAX,2017,Manual,27070,Diesel,150,64.2,1.5
19999,bmw, 6 Series,2016,Automatic,41963,Diesel,160,51.4,3
19523,toyota, Prius,2016,Automatic,21720,Hybrid,0,85.6,1.8
18995,merc, CLS Class,2016,Automatic,53000,Diesel,145,56.5,2.1
41750,merc, GLS Class,2016,Automatic,30448,Diesel,300,37.2,3
6420,vauxhall, GTC,2015,Manual,65688,Diesel,125,60.1,2
48502,merc, GLS Class,2019,Automatic,10721,Diesel,145,37.2,3
12975,merc, CLS Class,2013,Automatic,72216,Diesel,200,46.3,3
14995,skoda, Scala,2019,Manual,5703,Diesel,145,57.7,1.6
15999,merc, GL Class,2015,Automatic,40319,Diesel,125,56.6,2.1
17990,skoda, Scala,2019,Automatic,1907,Petrol,145,47.1,1
38800,merc, S Class,2017,Automatic,18066,Diesel,145,52.3,2.9
12998,toyota, Verso,2017,Semi-Auto,29476,Petrol,205,42.8,1.8
21480,merc, CLS Class,2017,Semi-Auto,30427,Diesel,145,57.7,2.1
4290,ford, KA,2014,Manual,45201,Petrol,30,57.7,1.2
44950,bmw, 6 Series,2020,Semi-Auto,1237,Diesel,145,44.1,2
32995,vw, Shuttle,2017,Semi-Auto,4828,Diesel,145,47.1,2
13798,vauxhall, Combo Life,2019,Manual,8865,Diesel,150,53.3,1.5
28998,merc, S Class,2015,Semi-Auto,16382,Diesel,200,47.9,3
17353,toyota, Prius,2013,Automatic,27000,Hybrid,0,68.9,1.8
38495,bmw, X4,2019,Semi-Auto,7356,Diesel,145,40.9,3
36490,bmw, X4,2019,Semi-Auto,4068,Diesel,150,40.9,3
17995,toyota, Verso,2018,Semi-Auto,3252,Petrol,145,43.5,1.8
6498,hyundi, IX20,2015,Manual,57819,Petrol,125,50.4,1.4
55298,merc, S Class,2019,Automatic,1284,Diesel,145,52.3,2.9
30999,hyundi, Santa Fe,2019,Semi-Auto,9970,Diesel,145,39.2,2.2
11498,ford, Grand C-MAX,2017,Manual,15371,Petrol,30,54.3,1
38580,merc, GLS Class,2017,Automatic,22957,Diesel,145,37.2,3
15795,skoda, Scala,2019,Manual,4352,Petrol,145,49.6,1
27995,toyota, GT86,2020,Manual,1055,Petrol,145,33.2,2
31998,merc, GL Class,2015,Semi-Auto,36281,Diesel,330,36.2,3
31899,vw, Tiguan Allspace,2019,Automatic,5000,Diesel,145,39.2,2
14800,merc, CLA Class,2017,Automatic,27941,Diesel,145,68.9,2.1
14691,vauxhall, Combo Life,2019,Manual,9585,Petrol,145,42.2,1.2
9999,skoda, Yeti,2014,Manual,12256,Diesel,140,55.4,2
59989,bmw, X6,2020,Semi-Auto,3000,Diesel,145,34.9,3
33990,bmw, Z4,2020,Semi-Auto,10,Petrol,145,37.2,2
8990,merc, S Class,2009,Automatic,79980,Diesel,325,34,3
29000,vw, Tiguan Allspace,2019,Semi-Auto,3700,Diesel,150,44.1,2
42995,audi, A7,2020,Semi-Auto,6150,Diesel,145,38.7,3
14995,skoda, Scala,2019,Manual,1000,Petrol,145,49.6,1
25950,audi, A7,2018,Semi-Auto,27431,Diesel,145,52.3,3
26498,vw, Tiguan Allspace,2019,Manual,39,Petrol,145,36.2,1.5
10300,hyundi, IX20,2017,Manual,5003,Petrol,125,50.4,1.4
7495,hyundi, IX20,2014,Automatic,19319,Petrol,200,43.6,1.6
33000,audi, A8,2016,Automatic,33063,Petrol,330,30.1,4
38990,merc, GLS Class,2017,Semi-Auto,23510,Diesel,150,37.2,3
9000,hyundi, IX20,2016,Manual,18292,Petrol,125,50.4,1.4
17998,merc, CLS Class,2015,Semi-Auto,46725,Diesel,145,56.5,2.1
19989,ford, Tourneo Custom,2017,Manual,37950,Diesel,145,44.1,2
19450,skoda, Kamiq,2019,Automatic,124,Petrol,145,44.1,1.5
7200,skoda, Rapid,2016,Manual,36826,Diesel,0,78.5,1.4
22000,toyota, Prius,2019,Automatic,4874,Hybrid,135,61.4,1.8
36990,hyundi, Santa Fe,2019,Semi-Auto,2199,Diesel,145,39.2,2.2
25495,ford, Tourneo Custom,2019,Manual,10750,Diesel,145,32.5,2
13690,toyota, Prius,2016,Automatic,78500,Hybrid,0,94.1,1.8
28900,vw, Amarok,2018,Automatic,12231,Diesel,260,36.2,3
7000,skoda, Rapid,2016,Manual,36364,Petrol,20,60.1,1.2
17991,hyundi, Santa Fe,2017,Manual,29458,Diesel,200,47.1,2.2
14995,vauxhall, Combo Life,2019,Manual,4136,Petrol,145,42.2,1.2
22449,bmw, 6 Series,2017,Automatic,14400,Diesel,160,51.4,3
20995,toyota, Hilux,2018,Automatic,29945,Diesel,260,36.2,2.4
29000,vw, Arteon,2019,Manual,3000,Diesel,145,52.3,2
23698,toyota, Hilux,2018,Automatic,21189,Diesel,260,36.2,2.4
33000,ford, Mustang,2018,Semi-Auto,5064,Petrol,145,23.5,5
15000,vw, Scirocco,2018,Manual,27995,Petrol,145,47.1,2
11490,hyundi, IX20,2018,Manual,25833,Petrol,145,50.4,1.4
19000,hyundi, Santa Fe,2018,Manual,30229,Diesel,145,47.1,2.2
37975,bmw, Z4,2020,Semi-Auto,101,Petrol,145,38.7,2
5995,hyundi, I40,2013,Manual,83898,Diesel,30,65.7,1.7
56890,merc, S Class,2019,Automatic,2931,Hybrid,135,100.9,3
38380,bmw, X4,2019,Automatic,3502,Diesel,145,42.8,2
22495,vw, Arteon,2018,Semi-Auto,27715,Petrol,145,38.7,2
53999,merc, S Class,2019,Semi-Auto,3835,Diesel,145,52.3,3
17819,toyota, Prius,2016,Automatic,43463,Hybrid,0,94.1,1.8
14759,vauxhall, Combo Life,2019,Manual,2674,Petrol,145,42.2,1.2
7995,vauxhall, Zafira Tourer,2014,Manual,29000,Petrol,200,42.8,1.4
14888,vw, Amarok,2013,Manual,46725,Diesel,260,35.3,2
47895,audi, RS5,2018,Semi-Auto,9641,Petrol,145,32.5,2.9
19995,vw, Arteon,2017,Semi-Auto,23178,Petrol,145,47.1,2
19300,skoda, Kamiq,2020,Manual,1421,Petrol,145,47.9,1
10990,toyota, Verso,2016,Manual,19000,Petrol,205,41.5,1.6
37094,merc, GLS Class,2016,Automatic,23083,Diesel,305,37.2,3
18650,bmw, Z4,2016,Semi-Auto,25300,Petrol,205,41.5,2
35109,bmw, X4,2019,Semi-Auto,509,Diesel,145,42.8,2
66290,bmw, X6,2019,Automatic,1000,Petrol,145,26.4,3
29498,hyundi, Santa Fe,2018,Semi-Auto,17496,Diesel,145,39.2,2.2
9295,skoda, Rapid,2017,Manual,15255,Petrol,145,62.8,1
